,Sample,FileName,Wavelength,Intensity,Normalized
5,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,459,94645,0.5466448728759717
6,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,468,86084,0.497198766302025
7,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,477,56508,0.32637549238179947
8,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,486,95328,0.5505897030114706
9,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,495,47669,0.2753237302036526
10,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,504,104245,0.6020919728771269
11,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,513,139816,0.8075408056001571
12,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,521,149435,0.8630976446533979
13,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,530,92766,0.5357922581986624
14,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,539,92717,0.5355092469590731
15,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,548,173138,1.0
16,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,557,98305,0.5677840797514122
17,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,566,99450,0.5743973015744666
18,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,575,71098,0.41064353290438843
19,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,584,72813,0.42054892629001145
20,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,593,78166,0.4514664602802389
21,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,602,87242,0.5038870727396643
22,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,610,81062,0.4681930021139207
23,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,619,89521,0.5170499832503552
24,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,628,100119,0.5782612713557971
25,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,637,89463,0.5167149903545148
26,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,646,70140,0.4051103743834398
27,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,655,131717,0.7607630907137659
28,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,664,92555,0.5345735771465536
29,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,673,97958,0.5657798981159537
30,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,682,75464,0.4358604119257471
31,PCN,PCN_TCEP_try1_20p_25xW08NA_740nm_410_695_8_9nmsteps.lsm,691,137175,0.7922870773602559
